"Time","ASMR","Airport CEO","Alien: Isolation","Clash Royale","Dale & Dawson Stationery Supplies","Dead End Exit 8","Dead by Daylight","Dofus","ELDEN RING","FTL: Faster Than Light","Five Nights at Freddy's","Fortnite","Genshin Impact","Golf It!","Grand Theft Auto V","Harry Potter and the Sorcerer's Stone","Haunted Castle","Hearthstone","Hollow Knight","I'm Only Sleeping","IRL","Just Chatting","League of Legends","Maitre des Fleurs","Minecraft","NBA 2K25","Offline","Online","Outlast","Platform 8","Pokémon FireRed/LeafGreen","Pokémon GO","Pokémon HeartGold/SoulSilver","Pokémon Scarlet/Violet","PowerWash Simulator","Rocket League","Selaco","Special Agent","Special Events","Star Citizen","Street Fighter 6","Super Smash Bros. Ultimate","TEKKEN 8","Talk Shows & Podcasts","Teamfight Tactics","That's Not My Neighbor","The Legend of Zelda: Ocarina of Time","The Legend of Zelda: The Wind Waker","The Mortuary Assistant","Trackmania","VALORANT","Voices of the Void","Warhammer 40","World of Warcraft","World of Warships"
2024-09-07 19:15:00,,,,,,,,,,,,,,,,,,,,,,,1476,,,,0,,,,,,830,,,,,,295340,596,,,,,590,,,,,,,,,2456,
2024-09-07 19:20:00,,,,,,,,,,,,,,,,,,,,,,,1209,,,,0,,,,,,834,,,,,,309025,601,,,,,,,,,,,,,,1561,
2024-09-07 19:25:00,,,,,,,,,,,,,,,,,,,,,,,1091,,,,0,,,,,,805,,,,,,315527,593,,,,,,,,,,,,,,1526,
2024-09-07 19:30:00,,,,,,,,,,,,,,,,,,,,,,,915,,,,0,,,,,,791,,,,,,315292,624,,,,,,,,,,,,,,1547,
2024-09-07 19:35:00,,,,,,,,,,,,,,,,,,,,,,,1245,,,,0,,,,,,811,,,,,,320327,622,,,,,,,,,,,,,,1498,
2024-09-07 19:40:00,,,,,,,,,,,,,,,,,,,,,,,1408,,,,0,,,,,,768,,,,,,321618,627,,,,,,,,,,,,,,1549,
2024-09-07 19:45:00,,,,,,,,,,,,,,,,,,,,,,,1392,,,,0,,,,,,784,,,,,,330262,631,,,,,,,,,,,,,,1521,
2024-09-07 19:50:00,,,,,,,,,,,,,,,,,,,,,,,1447,,,,0,,,,,,772,,,,,,325775,625,,,,,,,,,,,,,,1365,
2024-09-07 19:55:00,,,,,,,,,,,,,,,,,,,,,,,1520,,,,0,,,,,,788,,,,,,328384,621,,,,,,,,,,,,,,1556,
2024-09-07 20:00:00,,,,,,,,,,,,,,,,,,,,,,,1362,,,,0,,,,,,788,,,,,,337613,604,,,,,,,,,,,,,,1431,
2024-09-07 20:05:00,,,,,,,,,,,,,,,,,,,,,,,1270,,,,0,,,,,,788,,,,,,335223,596,,,,,,,,,,,,,,1431,
2024-09-07 20:10:00,,,,,,,,,,,,,,,,,,,,,,,1140,,,,0,,,,,,780,,,,,,329803,590,,,,,,,,,,,,,,,
2024-09-07 20:15:00,,,,,,,,,,,,,,,,,,,,,,,920,,,,0,,,,,,780,,,,,,347943,554,,,,,,,,,,,,,,,
2024-09-07 20:20:00,,,,,,,,,,,,,,,,,,,,,,,1251,,,,0,,,,,,780,,,,,,336013,513,,,,,,,,,,,,,,,
2024-09-07 20:25:00,170,,,,,,,,,,,,,,,,,,,,,,1273,,,,0,,,,,,802,,,,,,337333,322,,,,,,,,,,,,,,,
2024-09-07 20:30:00,176,,,,,,,,,,,,,,,,,,,,,,1234,,,,0,,,,,,793,,,,,,341209,329,,,,,,,,,,,,,,,
2024-09-07 20:35:00,178,,,,,,,,,,,,,,,,,,,,,,1331,,,,0,,,,,,793,,,,,,342836,326,,,,,,,,,,,,,,,
2024-09-07 20:40:00,180,,,,,,,,,,,,,,,,,,,,,,1361,,,,0,,,,,,811,,,,,,338346,305,,,,,,,,,,,,,,,
2024-09-07 20:45:00,174,,,,,,,,,,,,,,,,,,,,,,1423,,,,0,,,,,,787,,,,,,334373,319,,,,,,,,,,,,,,,
2024-09-07 20:50:00,187,,,,,,,,,,,,,,,,,,,,,,1401,,,,0,,,,,,777,,,,,,339272,306,,,,,,,,,,,,,,,
2024-09-07 20:55:00,173,,,,,,,,,,,,,,,,,,,,,,1400,,,,0,,,,,,810,,,,,,335145,325,,,,,,,,,,,,,,,
2024-09-07 21:00:00,175,,,,,,,,,,,,,,,,,,,,,,1287,,,,0,,,,,,810,,,,,,336389,321,,,,,,,,,,,,,,,
2024-09-07 21:05:00,221,,,,191,,,,,,,,,,,,,,,,,,1187,,,,0,,,,,,784,,,,,,343430,313,,,,,,,,,,,,,,313,
2024-09-07 21:10:00,201,,,,207,,,,,,,,,,,,,,,,,,1299,,,,0,,,,,,772,,,,,,354214,,,,,,,,,,,,,,,346,95
2024-09-07 21:15:00,192,,,,226,,,,,,,,,,,,,,,,,,1194,,,,0,,,,,,798,,,,,,361820,,,,,,,,,,,,,,,360,95
2024-09-07 21:20:00,,,,,204,,,,,,,,,,,,,,,,,,1014,,,,0,,,,,,777,,,,,,363593,,,,,,,,,,,,,,,364,
2024-09-07 21:25:00,,,,,199,,,,,,,,,,,,,,,,,,1271,,,,0,,,,,,784,,,,,,374832,,,,,,,,,,,,,,,372,
2024-09-07 21:30:00,,,,,182,,,,,,,,,,,,,,,,,,1353,,,,0,,,,,,768,,,,,,374002,,,,,,,,,,,,,,,367,
2024-09-07 21:35:00,,,,,192,,,,,,,,,,,,,,,,,,1215,,,,0,,,,,,768,,,,,,380838,,,,,,,,,,,,,,,389,
2024-09-07 21:40:00,,,,,195,,,,,,,,,,,,,,,,,,1160,,,,0,,,,,,779,,,,,,384815,,,,,,,,,,,,,,,369,
2024-09-07 21:45:00,,,,,189,,,,,,,,,,,,,,,,,,1355,,,,0,,,,,,769,,,,,,385476,,,,,,,,,,,,,,,377,
2024-09-07 21:50:00,,,,,204,,,,,,,,,,,,,,,,,,1387,,,,0,,,,,,769,,,,,,375818,,,,,,,,,,,,,,,417,
2024-09-07 21:55:00,,,,,188,,,,,,,,,,,,,,,,,,1596,,,,0,,,,,,776,,,,,,377467,,,,,,,,,,,,,,,387,
2024-09-07 22:00:00,,,,,198,,,,,,,,,,,,,,,,,,1522,,,,0,,,,,,776,,,,,,378800,,,,,,,,,,,,,,,385,
2024-09-07 22:05:00,,,,,183,,,,,,,,,,,,,,,,,,1688,,,,0,,,,,,776,,,,,,371633,,,,,,,,,,,,,,,406,
2024-09-07 22:10:00,,,,,202,,,,,,,,,,,,,,,,,,1726,,,,0,,,,,,784,,,,,,371260,,,,,,,,,,,,,,,396,
2024-09-07 22:15:00,,,,,207,,,,,,,,,,,,,,,,,,1780,,,,0,,,,,,773,,,,,,371573,,,,,,,,,,,,,,,387,
2024-09-07 22:20:00,,,,,191,,,,,,,,,,,,,,,,,,1678,,,,0,,,,,,773,,,,,,366588,,,,,,,,,,,,,,,402,
2024-09-07 22:25:00,,,,,219,,,,,,,,,,,,,,,,,,1709,,,,0,,,,,,797,,,,,,349694,,,,,,,,,,,,,,,411,
2024-09-07 22:30:00,,,,,229,,,,,,,,,,,,,,,,,0,1669,,,,0,,,,,,777,,,,,,355361,,,,,,,,,,,,,,,401,
2024-09-07 22:35:00,,,,,219,,,,,,,,,,,,,,,,,152,1634,,,,0,,,,,,803,,,,,,361073,,,,,,,,,,,,,,,408,
2024-09-07 22:40:00,,,,,200,,,,,,,,,,,,,,,,,206,1427,,,,0,,,,,,818,,,,,,359369,,,,,,,,,,,,,,,388,
2024-09-07 22:45:00,,,,,192,,,,,,,,,,,,,,,,,267,1436,,,,0,,,,,,781,,,,,,358097,,,,,,,,,,,,,,,393,
2024-09-07 22:50:00,,,,,202,,,,,,,,,,,,,,,,,363,651,,,,0,,,,,,767,,,,,,361943,,,,,,,,,,,,,,,399,
2024-09-07 22:55:00,,,,,202,,,,,,,,,,,,,,,,,411,735,,,,0,,,,,,744,,,,,,364413,,,,,,,,,,,,,,,366,
2024-09-07 23:00:00,,,,,214,,,,,,,,,,,,,,,,,378,608,,,,0,,,,,,736,,,,,,355235,,,,,,,,,,,,,,,422,
2024-09-07 23:05:00,,,,,223,,,,,,,,,,,,,,,,,424,776,,,,0,,,,,,762,,,,,,364033,,,,,,,,,,,,,,,415,
2024-09-07 23:10:00,,,,,,,,,,,,,,,,,,,,,,573,785,,,,0,,,,,,738,,,,,,384955,,,,,,,,,,,,,,7733,,
2024-09-07 23:15:00,,,,,,,,,,,,,,,,,,,,,,684,775,,,,0,,,,,,738,,,,,,366561,,,,,,,,,,,,,,7012,,
2024-09-07 23:20:00,,,,,,,,,,,,,,,,,,,,,,623,714,,,,0,,,,,,714,,,,,,366146,,,,,,,,,,,,,,7134,,
2024-09-07 23:25:00,,,,,,,,,,,,,,,,,,,,,,534,681,,,,0,,,,,,714,,,,,,373099,,,,,,,,,,,,,,7049,,
2024-09-07 23:30:00,,,,,,,,,,,,,,,,,,,,,,569,681,,,,0,,,,,,726,,,,,,370654,,,,,,,,,,,,,,6860,,
2024-09-07 23:35:00,177,,,,,,,,,,,,,,,,,,,,,616,753,,,,0,,,,,,718,,,,,,372931,,,,,,,,,,,,,,6636,,
2024-09-07 23:40:00,253,,,,,,,,,,,,,,,,,,,,,608,819,,,,0,,,,,,709,,,,,,370182,,,,,,,,,,,,,,6649,,
2024-09-07 23:45:00,275,,,,,,,,,,,,,,,,,,,,,617,800,,,,0,,,,,,709,,,,,,367780,,,,,,,,,,,,,,6190,,
2024-09-07 23:50:00,365,,,,,,,,,,,,,,,,,,,,,696,849,,,,0,,,,,,693,,,,,,362960,,,,,,,,,,,,,,6098,,
2024-09-07 23:55:00,439,,,,,,,,,,,,,,,,,,,,,778,775,,,,0,,,,,,715,,,,,,365673,,,,,,,,,,,,,,6072,,
2024-09-08 00:00:00,421,,,,,,,,,,,,,,,,,,,,,901,857,,,,0,,,,,,703,,,,,,358065,,,,,,,,,,,,,,5876,,
2024-09-08 00:05:00,463,,,,,,,,,,,,,,,,,,,,,860,744,,,,0,,,,,,691,,,,,,353504,,,,,,,,,,,,,,5965,,
2024-09-08 00:10:00,437,,,,,,,,,,,,,,,,,,,,,709,733,,,,0,,,,,,684,,,,,,354825,,,,,,,,,,,,,,5811,,
2024-09-08 00:15:00,414,,,,,,,,,,,,,,,,,,,,,777,628,,,,0,,,,,,684,,,,,,349707,,,,,,,,,,,,,,5715,,
2024-09-08 00:20:00,515,,,,,,,,,,,,,,,,,,,,,654,811,,,,0,,,,,,673,,,,,,347273,,,,,,,,,,,,,,5496,,
2024-09-08 00:25:00,475,,,,,,,,,,,,,,,,,,,,,850,745,,,,0,,,,,,658,,,,,,347951,,,,,,,,,,,,,,5415,,
2024-09-08 00:30:00,475,,,,576,,,,,,,,,,,,,,,,,747,745,,,,0,,,,,,651,,,,,,352354,,,,,,,,,,,,,,4869,,
2024-09-08 00:35:00,,,,,549,,,,,,,,,,,,,,,,,821,,,,,0,,,,,,639,,,,,,353951,,,,,,,,,,,,,,4617,,
2024-09-08 00:40:00,,,,,458,,,,,1771,,,,,,,,,,,,890,,,,,0,,,,,,668,,,,,,341138,,,,,,,,,,,,,,3305,,
2024-09-08 00:45:00,,,,,475,,,,,1818,,,,,,,,,,,,1058,,,,,0,,,,,,719,,,,,,313993,,,,,,,,,,,,,,,,
2024-09-08 00:50:00,,,,,464,,,,,1624,,,,,,,,,,,,936,,,,,0,,,,,,683,,,,,,301506,,,,,,,,,,,,,,,,
2024-09-08 00:55:00,,,,,188,,,,,1624,,,,,,,,,,,,1123,,,,,0,,,,,,659,,,,,,300214,,,,,,,,,,,,,,,,
2024-09-08 01:00:00,,,,,229,,,,,,,,,,,,,,,,,1082,,,,,0,,,,,,671,,,,,,301734,,,,,,,,,,,,,,,,
2024-09-08 01:05:00,,,,,208,,,,,,,,,,,,,,,,,1066,,,,,0,,,,,,615,,,,,,307225,,,,,,,,,,,,,,,,
2024-09-08 01:10:00,,,,,188,,,,,,,,,,,,,,,,,1050,,,,,0,,,,,,590,,,,,,310027,,,,,,,,,,,,,,,,
2024-09-08 01:15:00,,,,,163,,,,,,,,,,,,,,,,,967,,,,,0,,,,,,575,,,,,,308089,,,,,,,,,,,,,,,,
2024-09-08 01:20:00,,,,,239,,,,,,,,,,,,,,,,,1040,,,,,0,,,,,,569,,,,,,306772,,,,,,,,,,,,,,,,
2024-09-08 01:25:00,,,,,202,,,,,,,,,,,,,,,,,1166,,,,,0,,,,,,552,,,,,,300697,,,,,,,,,,,,,,,,
2024-09-08 01:30:00,,,1117,,,,,,,,,,,,,,,,,,,974,,,,,0,,,,,,561,,,,,,304031,,,,,,,,,,,,,,,,
2024-09-08 01:35:00,,,1257,,,,,,,,,,,,,,,,,,,1011,,,,,0,,,,,,558,,,,,,270420,,,,,,,,,,,,,,,,
2024-09-08 01:40:00,,,1313,,,,,,,,,,,,,,,,,,,894,,,,,0,,,,,,558,,,,,,260878,,,,,,,,,,,,,,,,
2024-09-08 01:45:00,,,1358,,,,,,,,,,,,,,,,,,,1051,,,,,0,,,,,,557,,,,,,252149,,,,,,,,,,,,,,,,
2024-09-08 01:50:00,,,1304,,,,,,,,,,,,,,,,,,,1148,,,,,0,,,,,,543,,,,,,246638,,,,,,,,,,,,,,,,
2024-09-08 01:55:00,,,1320,,,,,,,,,,,,,,,,,,,1135,,,,,0,,,,,,535,,,,,,236616,,,,,,,,,,,,,,,,
2024-09-08 02:00:00,,,1446,,,,,,,,,,,,,,,,,,,1364,,,,,0,,,,,,553,,,,,,219678,,,,,,,,,,,,,,,,
2024-09-08 02:05:00,,,1419,,,,,,,,,,,,,,,,,,,1575,,,,,0,,,,,,567,,,,,,212926,,,,,,,,,,,,,,,,
2024-09-08 02:10:00,,,1369,,,,,,,,,,,,,,,,,,,1494,,,,,0,,,,,,534,,,,,,213074,,,,,,,,,,,,,,,,
2024-09-08 02:15:00,,,1182,,,,,,,,,,,,,,,,,,,1522,,,,,0,,,,,,506,,,,,,212698,,,,,,,,,,,,,,,,
2024-09-08 02:20:00,,,1133,,,,,,,,,,,,,,,,,,,1399,,,,,0,,,,,,483,,,,,,202372,,,,,,,,,,,,,,,,
2024-09-08 02:25:00,,,1197,,,,,,,,,,,,,,,,,,,1123,,,,,0,,,,,,462,,,,,,202998,,,,,,,,,,,,,,,,
2024-09-08 02:30:00,,,1115,,,,,,,,,,,,,,,,,,,825,,,,,0,,,,,,468,,,,,,200278,,,,,,,,,,,,,,,,
2024-09-08 02:35:00,,,1099,,,,,,,,,,,,,,,,,,,839,,,,,0,,,,,,460,,,,,,202010,,,,,,,,,,,,,,,,
2024-09-08 02:40:00,,,1069,,,,,,,,,,,,,,,,,,,851,,,,,0,,,,,,478,,,,,,183019,,,,,,,,,,,,,,,,
2024-09-08 02:45:00,,,796,,,,,,,,,,,,,,,,,,,865,,,,,0,,,,,,472,,,,,,186520,,,,,,,,,,,,,,,,
2024-09-08 02:50:00,,,,,,,,,,,,,,,,,,,,95,,915,,,,,0,,,,,,465,,,,,,174721,,,,,,,,,,,,,,,,
2024-09-08 02:55:00,,,,,,,,,,,,,,,,,,,,85,,1064,,,,,0,,,,,,459,,,,,,171740,,,,,,,,,,,,,,,,
2024-09-08 03:00:00,,,,,,,,,,,,,,,,,,,,88,,1005,,,,,0,,,,,,465,,,,,,179244,,,,,,,,,,,,,,,,
2024-09-08 03:05:00,,,,,,,,,,,,,,,,,,,,86,,1050,,,,,0,,,,,,450,,,,,,163956,,,,,,,,,,,,,,,,
2024-09-08 03:10:00,,,,,,,,,,,,,,,,,,,,79,,1101,,,,,0,,,,,,461,,,,,,159191,,,,,,,,,,,,,,,,
2024-09-08 03:15:00,,,,,,,,,,,,,,,,,,,,70,,1017,,,,,0,,,,,,492,,,,,,157521,,,,,,,,,,,,,,,,
2024-09-08 03:20:00,,,,,,,,,,,,,,,,,,,,73,,1079,,,,,0,,,,,,513,,,,,,154035,,,,,,,,,,,,,,,,
2024-09-08 03:25:00,,,,,,,,,,,,,,,,,,,,71,,1049,,,,,0,,,,,,449,,,,,,152455,,,,,,,,,,,,,,,,
2024-09-08 03:30:00,,,,,,,,,,,,,,,,,,,,65,,1063,,,,,0,,,,,,419,,,,,,148719,,,,,,,,,,,,,,,,
2024-09-08 03:35:00,,,,,,,,,,,,,,,,,,,,62,,1031,,,,,0,,,,,,408,,,,,,145486,,,,,,,,,,,,,,,,
2024-09-08 03:40:00,,,,,,,,,,,,,,,,,,,,62,,1047,,,,,0,,,,,,402,,,,,,146770,,,,,,,,,,,,,,,,
2024-09-08 03:45:00,,,,,,,,,,,,,,,,,,,,57,,973,,,,,0,,,,,,409,,,,,,145078,,,,,,,,,,,,,,,,
2024-09-08 03:50:00,,,,,,,,,,,,,,,,,,,,62,,1042,,,,,0,,,,,,380,,,,,,140990,,,,,,,,,,,,,,,,
2024-09-08 03:55:00,,,,,,,,,,,,,,,,,,,,58,,888,,,,,0,,,,,,395,,,,,,140243,,,,,,,,,,,,,,,,
2024-09-08 04:00:00,,,,,,,,,,,,,,,,,,,,55,,1031,,,,,0,,,,,,391,,,,,,120092,,,,,,,,,,,,,,,,
2024-09-08 04:05:00,,,,,,,,,,,,,,,,,,,,56,,1004,,,,,0,,,,,,417,,,,,,121639,,,,,,,,,,,,,,,,
2024-09-08 04:10:00,,,,,,,,,,,,,,,,,,,,48,,999,,,,,0,,,,,,408,,,,,,111458,,,,,,,,,,,,,,,,
2024-09-08 04:15:00,,,,,,,,,,,,,,,,,,,,58,,916,,,,,0,,,,,,486,,,,,,106201,,,,,,,,,,,,,,,,
2024-09-08 04:20:00,,,,,,,,,,,,,,,,,,,,61,,,,,,,0,,,,,,450,,,,,,105430,,,,,,,,,,,,,,,,
2024-09-08 04:25:00,,,,,,,,,,,,,,,,,,,,57,,,,,,,0,,,,,,390,,,,,,103931,,,,,,,,,,,,,,,,
2024-09-08 04:30:00,,,,,,,,,,,,,,,,,,,,59,,,,,,,0,,,,,,430,,,,,,100706,,,,,,,,,,,,,,,,
2024-09-08 04:35:00,,,,,,,,,,,,,,,,,,,,58,,,,,,,0,,,,,,475,,,,,,94821,,,,,,,,,,,,,,,,
2024-09-08 04:40:00,,,,,,,,,,,,,,,,,,,,54,,,,,,,0,,,,,,485,,,,,,91930,,,,,,,,,,,,,,,,
2024-09-08 04:45:00,,,,,,,,,,,,,,,,,,,,57,,,,,,,0,,,,,,470,,,,,,88247,,,,,,,,,,,,,,,,
2024-09-08 04:50:00,,,,,,,,,,,,,,,,,,,,55,,,,,,,0,,,,,,396,,,,,,87446,,,,,,,,,,,,,,,,
2024-09-08 04:55:00,,,,,,,,,,,,,,,,,,,,57,,,,,,,0,,,,,,462,,,,,,80836,,,,,,,,,,,,,,,,
2024-09-08 05:00:00,,,,,,,,,,,,,,,,,,,,60,,,,,,,0,,,,,,448,,,,,,79083,,,,,,,,,,,,,,,,
2024-09-08 05:05:00,,,,,,,,,,,,,,,,,,,,57,,,,,,,0,,,,,,383,,,,,,77416,,,,,,,,,,,,,,,,
2024-09-08 05:10:00,,,,,,,,,,,,,,,,,,,,58,,,,,,,0,,,,,,472,,,,,,75658,,,,,,,,,,,,,,,,
2024-09-08 05:15:00,,,,,,,,,,,,,,,,,,,,54,,,,,,,0,,,,,,437,,,,,,72924,,,,,,,,,,,,,,,,
2024-09-08 05:20:00,,,,,,,,,,,,,,,,,,,,57,,,,,,,0,,,,,,422,,,,,,78691,,,,,,,,,,,,,,,,
2024-09-08 05:25:00,,,,,,,,,,,,,,,,,,,,55,,,,,,,0,,,,,,489,,,,,,62172,,,,,,,,,,,,,,,,
2024-09-08 05:30:00,,,,,,,,,,,,,,,,,,,,58,,,,,,,0,,,,,,425,,,,,,61083,,,,,,,,,,,,,,,,
2024-09-08 05:35:00,,,,,,,,,,,,,,,,,,,,62,,,,,,,0,,,,,,486,,,,,,59998,,,,,,,,,,,,,,,,
2024-09-08 05:40:00,,,,,,,,,,,,,,,,,,,,62,,,,,,,0,,,,,,474,,,,,,67626,,,,,,,,,,,,,,,,
2024-09-08 05:45:00,,,,,,,,,,,,,,,,,,,,60,,,,,,,0,,,,,,492,,,,,,50502,,,,,,,,,,,,,,,,
2024-09-08 05:50:00,,,,,,,,,,,,,,,,,,,,54,,,,,,,0,,,,,,497,,,,,,48686,,,,,,,,,,,,,,,,
2024-09-08 05:55:00,,,,,,,,,,,,,,,,,,,,62,,,,,,,0,,,,,,500,,,,,,48054,,,,,,,,,,,,,,,,
2024-09-08 06:00:00,,,,,,,,,,,,,,,,,,,,57,,,,,,,0,,,,,,473,,,,,,50061,,,,,,,,,,,,,,,,
2024-09-08 06:05:00,,,,,,,,,,,,,,,,,,,,58,,,,,,,0,,,,,,410,,,,,,57903,,,,,,,,,,,,,,,,
2024-09-08 06:10:00,,,,,,,,,,,,,,,,,,,,57,,,,,,,0,,,,,,517,,,,,,38799,,,,,,,,,,,,,,,,
2024-09-08 06:15:00,,,,,,,,,,,,,,,,,,,,61,,,,,,,0,,,,,,476,,,,,,37629,,,,,,,,,,,,,,,,
2024-09-08 06:20:00,,,,,,,,,,,,,,,,,,,,60,,,,,,,0,,,,,,510,,,,,,37789,,,,,,,,,,,,,,,,
2024-09-08 06:25:00,,,,,,,,,,,,,,,,,,,,61,,,,,,,0,,,,,,410,,,,,,37002,,,,,,,,,,,,,,,,
2024-09-08 06:30:00,,,,,,,,,,,,,,,,,,,,50,,,,,,,0,,,,,,530,,,,,,35567,,,,,,,,,,,,,,,,
2024-09-08 06:35:00,,,,,,,,,,,,,,,,,,,,57,,,,,,,0,,,,,,502,,,,,,35518,,,,,,,,,,,,,,,,
2024-09-08 06:40:00,,,,,,,,,,,,,,,,,,,,53,,,,,,,0,,,,,,540,,,,,,35165,,,,,,,,,,,,,,,,
2024-09-08 06:45:00,,,,,,,,,,,,,,,,,,,,57,,,,,,,0,,,,,,552,,,,,,34835,,,,,,,,,,,,,,,,
2024-09-08 06:50:00,,,,,,,,,,,,,,,,,,,,41,,,,,,,0,,,,,,520,,,,,,34193,,,,,,,,,,,,,,,,
2024-09-08 06:55:00,,,,,,,,,,,,,,,,,,,,60,,,,,,,0,,,,,,539,,,,,,34160,,,,,,,,,,,,,,,,
2024-09-08 07:00:00,,,,,,,,,,,,,,,,,,,,57,,,,,,,0,,,,,,524,,,,,,34599,,,,,,,,,,,,,,,,
2024-09-08 07:05:00,,,,,,,,,,,,,,,,,,,,64,,,,,,,0,,,,,,561,,,,,,32262,,,,,,,,,,,,,,,,
2024-09-08 07:10:00,,,,,,,,,,,,,,,,,,,,60,,,,,,,0,,,,,,556,,,,,,32221,,,,,,,,,,,,,,,,
2024-09-08 07:15:00,,,,,,,,,,,,,,,,,,,,73,,,,,,,0,,,,,,606,,,,,,32319,,,,,,,,,,,,,,,,
2024-09-08 07:20:00,,,,,,,,,,,,,,,,,,,,71,,,,,,,0,,,,,,582,,,,,,32675,,,,,,,,,,,,,,,,
2024-09-08 07:25:00,,,,,,,,,,,,,,,,,,,,74,,,,,,,0,,,,,,562,,,,,,32482,,,,,,,,,,,,,,,,
2024-09-08 07:30:00,,,,,,,,,,,,,,,,,,,,72,,,,,,,0,,,,,,614,,,,,,32545,,,,,,,,,,,,,,,,
2024-09-08 07:35:00,,,,,,,,,,,,,,,,,,,,69,,,,,,,0,,,,,,583,,,,,,33104,,,,,,,,,,,,,,,,
2024-09-08 07:40:00,,,,,,,,,,,,,,,,,,,,74,,,,,,,0,,,,,,652,,,,,,33409,,,,,,,,,,,,,,,,
2024-09-08 07:45:00,,,,,,,,,,,,,,,,,,,,68,,,,,,,0,,,,,,681,,,,,,33612,,,,,,,,,,,,,,,,
2024-09-08 07:50:00,,,,,,,,,,,,,,,,,,,,60,,,,,,,0,,,,,,666,,,,,,34033,,,,,,,,,,,,,,,,
2024-09-08 07:55:00,,,,,,,,,,,,,,,,,,,,73,,,,,,,0,,,,,,687,,,,,,34259,,,,,,,,,,,,,,,,
2024-09-08 08:00:00,,,,,,,,,,,,,,,,,,,,70,,,,,,,0,,,,,,780,,,,,,34302,,,,,,,,,,,,,,,,
2024-09-08 08:05:00,,,,,,,,,,,,,,,,,,,,76,,,,,,,0,,,,,,722,,,,,,34902,,,,,,,,,,,,,,,,
2024-09-08 08:10:00,,,,,,,,,,,,,,,,,,,,71,,,,,,,0,,,,,,781,,,,,,35575,,,,,,,,,,,,,,,,
2024-09-08 08:15:00,,,,,,,,,,,,,,,,,,,,56,,,,,,,0,,,,,,781,,,,,,36197,,,,,,,,,,,,,,,,
2024-09-08 08:20:00,,,,,,,,,,,,,,,,,,,,60,,,,,,,0,,,,,,879,,,,,,36404,,,,,,,,,,,,,,,,
2024-09-08 08:25:00,,,,,,,,,,,,,,,,,,,,74,,,,,,,0,,,,,,970,,526,,,,37540,,,,,,,,,,,,,,,,
2024-09-08 08:30:00,,,,,,,,,,,,,,,,,,,,57,,,,,,,0,,,,,,981,,,,,,38592,,,,,,,,,,,,,,,,
2024-09-08 08:35:00,,,,,,,,,,,,,,,,,,,,61,,,,,,,0,,,,,,1030,,,,,,39455,,,,,,,,,,,,,,,,
2024-09-08 08:40:00,,,,,,,,,,,,,,,,,,,,62,,,,,,,0,,,,,,1046,,,,,,40218,,,,,,,,,,,,,,,,
2024-09-08 08:45:00,,,,,,,,,,,,,,,,,,,,70,,,,,,,0,,,,,,1092,,,,,,41071,,,,,,,,,,,,,,,,
2024-09-08 08:50:00,,,,,,,,,,,,,,,,,,,,61,,,,,,,0,,,,,,1281,,,,,,41722,,,,,,,,,,,,,,,,
2024-09-08 08:55:00,,,,,,,,,,,,,,,,,,,,73,,,,,,,0,,,,,,1252,,,,,,43177,,,,,,,,,,,,,,,,
2024-09-08 09:00:00,,,,,,,,,,,,,,,,,,,,91,,,,,,,0,,,,,,1373,,,,,,44318,,,,,,,,,,,,,,,,
2024-09-08 09:05:00,,,,,,,,,,,,,,,,,,,,71,,,,,,,0,,,,,,1553,,,,,,46124,,,,,,,,,,,,,,,,
2024-09-08 09:10:00,,,,,,,,,,,,,,,,,,,,100,,,,,,,0,,,,,,1667,,,,,,48422,,,,,,,,,,,,,,,,
2024-09-08 09:15:00,,,,,,,,,,,,,,,,,,,,80,,,,,,,0,,,,,,1561,,,,,,49647,,,,,,,,,,,,,,,,
2024-09-08 09:20:00,,,,,,,,,,,,,,,,,,,,85,,,,,,,0,,,,,,1447,,,,,,52019,,,,,,,,,,,,,,,,
2024-09-08 09:25:00,,,,,,,,,,,,,,,,,,,,101,,,,,,,0,,,,,,1593,,,,,,59705,,,,,,,,,,,,,,,,
2024-09-08 09:30:00,,,,,,,,,,,,,,,,,,,,93,,,,,,,0,,,,,,1630,,,,,,62397,,,,,,,,,,,,,,236,,
2024-09-08 09:35:00,,,,,,,,,,,,,,,,,,,,112,,,,,,,0,,,,,,1727,,,,,,63943,,,,,,,,,,,,,,729,,
2024-09-08 09:40:00,,,,,,,,,,,,,,,,,,,,84,,,,,,,0,,,,,,1831,,,,,,66271,,,,,,,,,,,,,,1089,,
2024-09-08 09:45:00,,,,,,,,,,,,,,,,,,,,122,,,,,,,0,,,,,,1930,,,,,,68845,,,,,,,,,,,,,,1358,,
2024-09-08 09:50:00,,,,,,,,,,,,,,,,,,,,124,,,,,,,0,,,,,,1874,,,,,,72085,,,,,,,,,,,,,,2132,,
2024-09-08 09:55:00,,,,,,,,,,,,,,,,,,,,114,,,,,,,0,,,,,,1844,,,,,,73779,,,,,,,,,,,,,,3549,,
2024-09-08 10:00:00,,,,,,,,,,,,,,,,,,,,105,,,,,,,0,,,,,,1867,,,,,,77384,,,,,,,,,,,,,,4294,,
2024-09-08 10:05:00,,,,,,,,,,,,,,,,,,,,92,,,,,,,0,,,,,,1976,,,,,,82067,,,,,,,,,,,,,,4384,,
